,w,LENSE_above,LENSE_all,LENSE_below
317,0.731578947368421,0.8157894736842105,0.5833460239437076,0.5
318,0.731578947368421,0.8578947368421053,0.5936657506429571,0.5
319,0.731578947368421,0.9,0.6047008759385769,0.5
320,0.7736842105263158,0.1,0.40987911396977716,0.5
321,0.7736842105263158,0.14210526315789473,0.41975915563539756,0.5
322,0.7736842105263158,0.1842105263157895,0.42811114734387135,0.5
323,0.7736842105263158,0.22631578947368422,0.4384954117202603,0.5
324,0.7736842105263158,0.26842105263157895,0.4473667648451387,0.5
325,0.7736842105263158,0.31052631578947365,0.4578086301678925,0.5
326,0.7736842105263158,0.3526315789473684,0.46627346244037404,0.5
327,0.7736842105263158,0.39473684210526316,0.47571310415230406,0.5
328,0.7736842105263158,0.4368421052631579,0.4857390859826498,0.5
329,0.7736842105263158,0.4789473684210527,0.4946673193825545,0.5
330,0.7736842105263158,0.5210526315789473,0.5035178795594861,0.5
331,0.7736842105263158,0.5631578947368421,0.5131957859917204,0.5
332,0.7736842105263158,0.6052631578947368,0.5229878278559321,0.5
333,0.7736842105263158,0.6473684210526316,0.5326009114121628,0.5
334,0.7736842105263158,0.6894736842105262,0.5411190890296906,0.5
335,0.7736842105263158,0.731578947368421,0.5504931802811952,0.5
336,0.7736842105263158,0.7736842105263158,0.5605967997785476,0.5
337,0.7736842105263158,0.8157894736842105,0.5690905076012149,0.5
338,0.7736842105263158,0.8578947368421053,0.5791037602191917,0.5
339,0.7736842105263158,0.9,0.5882752434780825,0.5
340,0.8157894736842105,0.1,0.4254756445722634,0.5
341,0.8157894736842105,0.14210526315789473,0.4350443596965132,0.5
342,0.8157894736842105,0.1842105263157895,0.4399135340036453,0.5
343,0.8157894736842105,0.22631578947368422,0.44910856645693176,0.5
344,0.8157894736842105,0.26842105263157895,0.45755105262444007,0.5
345,0.8157894736842105,0.31052631578947365,0.4630844840628171,0.5
346,0.8157894736842105,0.3526315789473684,0.47323575389048544,0.5
347,0.8157894736842105,0.39473684210526316,0.48030959663799666,0.5
348,0.8157894736842105,0.4368421052631579,0.4871236545326383,0.5
349,0.8157894736842105,0.4789473684210527,0.4967543951085449,0.5
